,Average_fs,Average_ins,TestSet,Average_Totalcount,FinetuneSet_n10,FinetuneSet_n30,FinetuneSet_n50,FinetuneSet_n100,FinetuneSet_n300,FinetuneSet_n500,FinetuneSet_n1000
Oligo556,0.8841884553432464,0.27038256749510764,False,1012.5454545454544,False,False,False,False,False,False,False
Oligo558,0.6395441919565201,0.1178687073290348,False,217.72727272727272,False,False,False,False,False,False,False
Oligo559,0.7802466571331024,0.13794539496302605,False,1274.8181818181818,False,False,False,False,False,False,False
Oligo561,0.9073563158512116,0.7199153363704681,False,1058.0,False,False,False,False,False,False,False
Oligo562,0.865715229511261,0.07192036174237729,False,561.9090909090909,False,False,False,False,False,False,False
Oligo564,0.8781066358089447,0.2072819784283638,False,678.7272727272727,False,False,False,False,False,False,False
Oligo565,0.8624381959438324,0.034374173264950514,True,3242.818181818182,False,False,False,False,False,False,False
Oligo566,0.6506195664405823,0.06577977854758502,False,417.27272727272725,False,False,False,False,False,False,False
Oligo567,0.8413086354732513,0.32490698248147964,False,324.09090909090907,False,False,False,False,False,False,False
Oligo568,0.7619887948036194,0.1931023709475994,False,1562.0,False,False,False,False,False,False,False
Oligo569,0.9766834259033204,0.0,False,36.18181818181818,False,False,False,False,False,False,False
Oligo570,0.9766336381435394,0.8754038393497467,False,1263.3636363636365,False,False,False,False,False,False,False
Oligo571,0.8439909875392914,0.26096418797969817,False,289.09090909090907,False,False,False,False,False,False,False
Oligo574,0.9325464546680451,0.3979468360543251,False,159.1818181818182,False,False,False,False,False,False,False
Oligo576,0.7229187428951264,0.14788115322589873,False,239.72727272727272,False,False,False,False,False,False,False
Oligo578,0.7833395957946777,0.1388414626941085,False,80.9090909090909,False,False,False,False,False,False,False
Oligo581,0.8179045081138611,0.19381424672901632,False,106.1818181818182,False,False,False,False,False,False,False
Oligo583,0.8813023209571839,0.33442711383104323,False,160.54545454545453,False,False,False,False,False,False,False
Oligo584,0.736684012413025,0.09402944594621658,False,2316.909090909091,False,False,False,False,False,True,True
Oligo585,0.7802277982234955,0.1793512985110283,False,236.0,False,False,False,False,False,False,False
Oligo589,0.7120037645101547,0.0,False,50.36363636363637,False,False,False,False,False,False,False
Oligo590,0.791307532787323,0.19549605818465352,False,150.36363636363637,False,False,False,False,False,False,False
Oligo592,0.7474359035491943,0.5058816641569137,False,20.545454545454547,False,False,False,False,False,False,False
Oligo596,0.8115350604057312,0.10144009925425053,False,516.0,False,False,False,False,False,False,False
Oligo597,0.8416286170482635,0.4258794128894806,True,2400.5454545454545,False,False,False,False,False,False,False
Oligo598,0.7430898278951645,0.002042682887986302,False,99.45454545454544,False,False,False,False,False,False,False
Oligo599,0.5923748701810837,0.1597460124641657,False,87.63636363636364,False,False,False,False,False,False,False
Oligo602,0.8302203357219696,0.04486532020382583,False,388.6363636363636,False,False,False,False,False,False,False
Oligo603,0.8700136542320251,0.027516938187181948,False,157.27272727272728,False,False,False,False,False,False,False
Oligo604,0.7549171090126038,0.22784371972084044,False,241.45454545454547,False,False,False,False,False,False,False
Oligo606,0.0,0.0,False,0.0,False,False,False,False,False,False,False
Oligo607,0.9197796821594239,0.6549185514450073,False,90.8181818181818,False,False,False,False,False,False,False
Oligo608,0.8524651944637298,0.5417906880378723,False,457.0,False,False,False,False,False,False,False
Oligo611,0.8692264139652253,0.3862076237797737,False,462.9090909090909,False,False,False,False,False,False,False
Oligo613,0.8144509255886078,0.36616234928369523,False,149.63636363636363,False,False,False,False,False,False,False
Oligo614,0.8451780587434768,0.0,False,49.54545454545455,False,False,False,False,False,False,False
Oligo616,0.6993906974792481,0.2685215801000595,False,534.5454545454545,False,False,False,False,False,False,False
Oligo621,0.7151608645915986,0.1542576825246215,False,265.09090909090907,False,False,False,False,False,False,False
Oligo622,0.7538309395313263,0.04468126343563199,False,1022.3636363636364,False,False,False,False,False,False,False
Oligo623,0.3,0.0,False,1.818181818181818,False,False,False,False,False,False,False
Oligo624,0.743293845653534,0.3947250097990036,False,161.9090909090909,False,False,False,False,False,False,False
Oligo625,0.8441814363002778,0.18134212717413903,False,84.72727272727273,False,False,False,False,False,False,False
Oligo626,0.8443442225456238,0.0614481829572469,False,304.1818181818182,False,False,False,False,False,False,False
Oligo628,0.7819876313209534,0.10108149535953999,False,69.36363636363636,False,False,False,False,False,False,False
Oligo629,0.9634060740470887,0.14233836233615876,False,52.0,False,False,False,False,False,False,False
Oligo631,0.42999342679977415,0.07873798999935389,False,804.6363636363636,False,False,False,False,False,False,False
Oligo633,0.7069295644760132,0.24356954023241997,False,954.4545454545456,False,False,False,False,False,False,False
Oligo637,0.7986071348190308,0.11008742451667786,False,354.27272727272725,False,False,False,False,False,False,False
Oligo638,0.0,0.0,False,0.0,False,False,False,False,False,False,False
Oligo639,0.8180856883525849,0.32392393723130225,False,103.45454545454544,False,False,False,False,False,False,False
Oligo640,0.7838936269283294,0.10892934445291758,False,721.8181818181819,False,False,False,False,False,False,False
Oligo642,0.8227983236312866,0.19996097311377525,False,152.63636363636363,False,False,False,False,False,False,False
Oligo643,0.604868757724762,0.22590133398771287,False,1647.909090909091,False,False,False,False,False,False,False
Oligo644,0.8784733295440674,0.2655965521931648,False,716.1818181818181,False,False,False,False,False,False,False
Oligo646,0.7568423867225647,0.03228611554950476,False,504.8181818181818,False,False,False,False,False,False,False
Oligo648,0.6547373265028,0.0,False,27.818181818181817,False,False,False,False,False,False,False
Oligo649,0.82759690284729,0.3393896743655205,False,187.72727272727272,False,False,False,False,False,False,False
Oligo650,0.7976372122764588,0.05016895490698516,False,340.3636363636364,False,False,False,False,False,False,False
Oligo651,0.7871719479560852,0.051251606456935404,False,360.0,False,False,False,False,False,False,False
Oligo652,0.7547933965921402,0.0,False,29.818181818181817,False,False,False,False,False,False,False
Oligo653,0.39826209247112276,0.06552161704748868,False,1865.090909090909,False,False,False,False,False,False,True
Oligo654,0.6806595683097839,0.02955871867015958,False,706.0,False,False,False,False,False,False,False
Oligo655,0.857238131761551,0.5084712147712708,False,289.8181818181818,False,False,False,False,False,False,False
Oligo656,0.8303708970546723,0.21912645027041436,False,59.72727272727273,False,False,False,False,False,False,False
Oligo657,0.7919353067874908,0.21010843962430953,False,302.54545454545456,False,False,False,False,False,False,False
Oligo658,0.846698260307312,0.11683769561350346,False,63.45454545454545,False,False,False,False,False,False,False
Oligo659,0.0,0.0,False,0.0,False,False,False,False,False,False,False
Oligo660,0.6932858601212502,0.0,False,25.454545454545453,False,False,False,False,False,False,False
Oligo662,0.8488017201423645,0.32957405894994735,False,411.6363636363636,False,False,False,False,False,False,False
Oligo663,0.5217024266719819,0.2273942805826664,False,55.90909090909091,False,False,False,False,False,False,False
Oligo664,0.8116082370281219,0.11775078475475312,False,165.45454545454547,False,False,False,False,False,False,False
Oligo665,0.7393168628215789,0.13286545425653457,False,242.0,False,False,False,False,False,False,False
Oligo666,0.745512068271637,0.039903339464217424,False,313.72727272727275,False,False,False,False,False,False,False
Oligo667,0.8198746383190155,0.11490285666659475,False,163.45454545454547,False,False,False,False,False,False,False
Oligo668,0.6598272830247879,0.0906289555132389,False,42.90909090909091,False,False,False,False,False,False,False
Oligo670,0.6681235074996948,0.4661006569862366,True,3728.727272727273,False,False,False,False,False,False,False
Oligo671,0.8842632591724395,0.41715510934591293,False,323.27272727272725,False,False,False,False,False,False,False
Oligo672,0.9133996725082397,0.25485450923442843,False,512.2727272727273,False,False,False,False,False,False,False
Oligo673,0.5887991942465305,0.0,False,10.181818181818182,False,False,False,False,False,False,False
Oligo675,0.7870392680168152,0.2790309950709343,False,779.7272727272727,False,False,False,False,False,False,False
Oligo678,0.87227663397789,0.041306779719889164,False,106.54545454545456,False,False,False,False,False,False,False
Oligo679,0.8506801724433899,0.2864560715854168,False,308.90909090909093,False,False,False,False,False,False,False
Oligo683,0.9552743613719941,0.6944713681936264,False,1212.8181818181818,False,False,False,False,False,False,False
Oligo684,0.7672649919986725,0.0,False,51.36363636363637,False,False,False,False,False,False,False
Oligo685,0.841697633266449,0.1338978622108698,False,1512.090909090909,False,False,False,False,False,False,False
Oligo686,0.8655052959918976,0.20325636640191078,False,1036.4545454545455,False,False,False,False,False,False,False
Oligo687,0.9788748919963837,0.7622093170881271,False,533.5454545454545,False,False,False,False,False,False,False
Oligo689,0.9122586250305176,0.06706264186650515,False,336.27272727272725,False,False,False,False,False,False,False
Oligo691,0.8355459630489349,0.10285767670720816,False,36.90909090909091,False,False,False,False,False,False,False
Oligo698,0.7866577625274658,0.32034423053264616,False,1223.090909090909,False,False,False,False,False,False,False
Oligo699,0.612361854314804,0.3192590825259686,False,35.18181818181818,False,False,False,False,False,False,False
Oligo701,0.849284553527832,0.5567102491855621,False,70.81818181818181,False,False,False,False,False,False,False
Oligo703,0.7705660939216614,0.19154921770095826,False,48.0,False,False,False,False,False,False,False
Oligo705,0.8975505769252777,0.164564111828804,False,19.454545454545453,False,False,False,False,False,False,False
Oligo710,0.8303034603595734,0.18910472989082336,False,69.36363636363636,False,False,False,False,False,False,False
Oligo711,0.5047248393297196,0.02670229906216264,False,1630.2727272727273,False,False,False,False,False,False,False
Oligo714,0.8189450740814209,0.09225329011678696,False,128.1818181818182,False,False,False,False,False,False,False
Oligo715,0.7602312386035919,0.23204887546598912,False,75.0909090909091,False,False,False,False,False,False,False
Oligo716,0.8356983900070191,0.41016468703746795,False,88.27272727272727,False,False,False,False,False,False,False
Oligo717,0.8327556192874909,0.0,False,127.27272727272728,False,False,False,False,False,False,False
Oligo719,0.7775263071060181,0.1572987325489521,False,28.454545454545453,False,False,False,False,False,False,False
Oligo720,0.734994201362133,0.26827152967453005,False,108.0909090909091,False,False,False,False,False,False,False
Oligo723,0.653127133846283,0.012439024448394776,False,42.0,False,False,False,False,False,False,False
Oligo724,0.6313113331794739,0.20476202964782714,True,2274.3636363636365,False,False,False,False,False,False,False
Oligo725,0.2,0.0,False,0.2727272727272727,False,False,False,False,False,False,False
Oligo728,0.8434046566486358,0.1882486328482628,False,1090.7272727272727,False,False,False,False,False,False,False
Oligo729,0.8859773218631745,0.5413155436515809,True,3028.3636363636365,False,False,False,False,False,False,False
Oligo731,0.9114399373531341,0.3298353418707848,False,133.27272727272728,False,False,False,False,False,False,False
Oligo732,0.7974529445171357,0.3057770192623138,False,455.09090909090907,False,False,False,False,False,False,False
Oligo733,0.7701827406883239,0.13199120946228504,False,265.45454545454544,False,False,False,False,False,False,False
Oligo734,0.9169240236282349,0.18843630701303482,False,1310.909090909091,False,False,False,False,False,False,False
Oligo735,0.49557183086872103,0.10119458921253681,False,1620.7272727272727,False,False,False,False,False,False,False
Oligo737,0.6211927175521851,0.029043483780696988,False,344.90909090909093,False,False,False,False,False,False,False
Oligo738,0.8046362400054932,0.24863398298621178,True,4283.272727272727,False,False,False,False,False,False,False
Oligo739,0.6325746864080429,0.0,False,65.27272727272727,False,False,False,False,False,False,False
Oligo741,0.7147642552852631,0.0,False,32.27272727272727,False,False,False,False,False,False,False
